ID,Word,Meaning,Etymology,Derived
1695,naive,お人よしの，愚直な；純朴な,nativus(生まれたままの) → 世慣れておらず純朴な,naivety(単純さ)
1696,apt,(…する)傾向がある(to do)；適切な；利発な,apere(結びつける) → 適合しやすい・適した,aptitude(適性)
1697,arrogant,横柄な，傲慢な,ad(〜へ) + rogare(要求する) → 過剰に要求して威張る,arrogance(傲慢)
1698,extrovert,外向的な；社交的な,extro(外へ) + vertere(向ける) → 関心が外に向いている,extroverted(外向的な)
1699,conspicuous,目立つ,com(強調) + specere(見る) → よく見えて目立つ,conspicuously(著しく)
1700,intact,損なわれていない，手つかずの,in(未) + tangere(触れる) → 触れられておらず無傷の,
1701,embody,を具現する；を包含する,em(にする) + body(身体・肉体) → 形を与えて具現化する,embodiment(具現・化身)
1702,illuminate,を照らす；を解明する,in(の中に) + lumen(光) + ate → 光を当てて照らし出す,illumination(照明・解明)
1703,console,を慰める,com(共に) + solari(なだめる) → 寄り添って心をなだめる,consolation(慰め)
1704,verify,の正しさを証明［確認］する,verus(真実の) + fy → 真実であることを確認する,verification(検証・確認)
1705,disclose,を公表する，暴く,dis(反対) + close(閉じる) → 開いて公にする,disclosure(開示・公表)
1706,stack,を積む，積み重ねる；〔～ upで〕(車が)渋滞する,staka(杭・積み上げ)が語源 → 重ねて積み上げる,
1707,rotate,回転する；循環する；を回転させる,rota(車輪) + ate → 車輪のように回る,rotation(回転・交替)
1708,constrain,に(…することを)強いる(to do)；を抑える,com(強く) + stringere(締め付ける) → 枠内に力づくで抑え込む,constraint(制約・強制)
1709,hinder,を妨げる,hind(後ろの) + er → 後ろに引っ張って妨害する,hindrance(障害・妨害)
1710,withstand,に耐える,with(反対して) + stand(立つ) → 逆らって立ち続ける・耐える,
1711,tweet,(を)ツイートする，つぶやく,擬音語(小鳥のさえずり) → SNS上でつぶやく,
1712,sneeze,くしゃみをする,fneosan(くしゃみをする)の変形(擬音語),
1713,erupt,(火山が)噴火する；勃発する,e(外へ) + rumpere(破る) → 突き破って外へ噴き出す,eruption(噴火・勃発)
1714,blur,をぼかす；を曇らせる；をあいまいにする,blear(かすんだ)が語源 → 輪郭をぼやけさせる,blurry(ぼやけた)
1715,overlap,(一部)重なる；(と)重複［共通］する,over(上に) + lap(重ね合わせ) → 上に重なる,
1716,embed,〔通例受身形で〕埋め込まれる，はめ込まれる,em(の中に) + bed(床・土台) → 深く埋め込む,
1717,displace,に取って代わる；を移動させる,dis(離れて) + place(場所) → 元の場所から押し出す,displacement(変位・転移)
1718,render,を(ある状態に)する；(援助など)を与える,re(戻して) + dare(与える) → 状態を作り出す・差し出す,rendering(表現・解釈)
1719,plunge,(～に)(を)突っ込む(into)；没頭する；陥る,plumbum(鉛) → 鉛のように一気に沈み込む,
1720,surrender,を放棄する，引き渡す；(～に)屈する(to),sur(越えて) + render(渡す) → 相手に全権を引き渡す,
1721,plug,〔＋inで〕のプラグを電源に差し込む；を(～で)ふさぐ(with),plugge(栓)が語源 → 穴をふさぐ・挿し込む,
1722,suck,(を)吸う；(を)しゃぶる,succan(吸い取る)が語源,
1723,mock,をばかにする；のまねをしてからかう,mocquer(からかう)が語源 → まねをして嘲笑する,mockery(あざけり) / mock(疑似の)
1724,tease,(を)からかう；をいじめる,taesan(ほぐす・引き裂く) → 心を苛立たせてからかう,
1725,soothe,をなだめる；を和らげる,soth(真実) → 落ち着かせて穏やかにする,soothing(心をなだめる)
1726,stain,を汚す；に着色する,disparage(変色させる)の短縮形 → 染みをつける,stainless(サビのない)
1727,shun,を避ける,scunian(避ける)が語源,
1728,stumble,よろけながら歩く；(～に)つまずく(on / over),stumbeln(つまずく)が語源,
1729,flush,を紅潮させる；を水で流す；紅潮する,flux(流れる)が語源 → 水や血が勢いよく流れる,
1730,impair,を損なう,in(不) + pejor(より悪い) → 悪化させて機能を損なう,impairment(障害・損傷)
1731,presume,と思う；と推定する；を前提とする,pre(事前に) + sumere(取る) → 根拠なくあらかじめ推測する,presumption(推定) /処可/ presumably(思うに)
1732,contend,と主張する；競う,com(共に) + tendere(伸ばす・争う) → 力の限り競い合う・主張する,contention(主張・争い)
1733,roar,うなる，ほえる；大笑いする,raren(叫ぶ)が語源,roaring(咆哮する)
1734,haunt,(記憶・考えなどが)につきまとう；(幽霊などが)に出る；によく行く,hanter(頻繁に通う) → 定期的に現れてつきまとう,haunted(幽霊の出る)
1735,divert,(注意など)をそらす；を迂回させる；(資金など)を転用する,dis(別の方向へ) + vertere(向ける) → 方向を転換させる,diversion(気晴らし・迂回)
1736,await,を待つ,a(〜に向けて) + wait(待つ) → 待ち受ける,
1737,fetch,を(行って)持って［連れて］くる,fetian(連れてくる)が語源,
1738,unify,を統合［統一］する；統一される,unus(1つ) + fy → ひとつにまとめる,unification(統合・統一) / unity(結束)
1739,inspect,を点検する；を視察する,in(の中に) + specere(見る) → 中をじっくり調べる,inspection(点検・検査) / inspector(検査官)
1740,entail,を伴う，引き起こす；(…すること)を含む(doing),en(にする) + taillie(制限・継承) → 必然的な結果として伴わせる,
1741,tactics,作戦，方策；戦術，戦法,tassein(整列させる) → 目的達成のための配置・戦術,tactical(戦術的な)
1742,feat,偉業，功績；妙技,factum(なされたこと・業績) → 成し遂げられた素晴らしい偉業,
1743,prestige,名声；〔形容詞的に〕名声のある,praestigium(手品・錯覚) → 人を圧倒する威信・名声,prestigious(名声のある)
1744,analogy,類推；類似,ana(〜に従って) + logos(言葉・比例) → 似通った比例関係からの推測,analogous(類似した)
1745,conscience,良心；分別,com(完全に) + scire(知る) → 正しいか間違っているかを知る心,conscientious(良心的な)
1746,textile,織物；繊維(産業),texere(織る) + ile → 織られた製品・繊維,
1747,deficit,赤字，不足；欠陥,de(不足して) + facere(作る) → 足りない部分・赤字,
1748,plague,疫病；(害虫などの)異常発生,plaga(打撃・災い) → 人々を襲う大打撃・疫病,
1749,hazard,危険(要素)；偶然,az-zahr(サイコロの目) → 予測不能なリスク・危険,hazardous(危険な)
1750,metabolism,(新陳)代謝，代謝作用,meta(変化) + ballein(投げる) → 物質が体内で変化・変換すること,metabolic(代謝の)
1751,paralysis,麻痺；〔比喩的に〕麻痺(状態),para(脇へ) + lyein(緩める) → 神経が緩んで動かなくなること,paralyze(麻痺させる)
1752,grid,(電気などの)供給網；格子(模様)；碁盤目,griddle(鉄板・格子) → 網目状に張り巡らされた構造,
1753,carriage,馬車；車両；立ち居振舞い；【英】輸送,carrus(車) → 物や人を運ぶ乗り物・姿勢,
1754,friction,不和；摩擦,fricare(擦る) + tion → 擦れ合い・感情の衝突,frictional(摩擦の)
1755,rebel,反逆者,re(反対して) + bellum(戦争) → 権力に逆らって戦う人,rebellion(反乱) / rebellious(反抗的な)
1756,regime,政権，政体；体制,regere(統治する) → 統治システム・政権,
1757,monopoly,独占(権),monos(単独の) + polein(売る) → 一社だけで売りさばくこと,monopolize(独占する)
1758,staple,必需食品；主要産物,stapel(支柱・拠点) → 生活や産業の根幹をなすもの,
1759,merchandise,商品,merx(商品) → 売買される物品,merchant(商人)
1760,vendor,物売り，行商人；自動販売機,vendere(売る) + or → 販売する人・機械,
1761,supervisor,監督者；指導教員,super(上に) + videre(見る) + or → 上から見守り指導する人,supervise(監督する) / supervision(監督)
1762,predecessor,前任者；前のもの,pre(前に) + de(離れて) + cedere(行く) → 先に去っていった人,
1763,personnel,〔集合的に〕職員，社員,persona(人) + el → 組織に属する人々の集まり,
1764,vessel,船舶；容器；(体液が通る)脈管,vas(容器) → 液体の入る容器・船・血管,
1765,liver,肝臓,lif(生命)と同語源 → 生きていくために不可欠な器官,
1766,duration,(時間の)継続，持続(時間),durus(硬い・長持ちする) + ation → 長く続く時間,durable(耐久性のある)
1767,certificate,証明書；免許状,certus(確かな) + facere(作る) → 確実であることを証明する文書,certify(証明する)
1768,geometry,幾何学,geo(地球・土地) + metron(測定) → 土地を測る技術から発達した数学,geometric(幾何学の)
1769,symmetry,(左右)対称；調和,syn(共に) + metron(測定) → 双方のサイズが釣り合っていること,symmetrical(左右対称の)
1770,biography,伝記,bios(生命・一生) + graphein(書く) → 人の一生を書き記録したもの,biographer(伝記作家) / autobiographical(自伝の)
1771,masterpiece,傑作,master(マスター・親方) + piece(作品) → 一人前の親方と認められる最高の作品,
1772,rhyme,押韻詩；韻；〔通例～s〕詩歌,rhythmos(リズム) → 踏む音律・韻,
1773,premium,保険料；プレミア；景品,prae(前に) + emere(取る) → 先に支払う金・上乗せ価値,
1774,breakdown,崩壊；(神経)衰弱；故障；内訳,break(壊れる) + down(下へ) → 機能が崩れ去ること,
1775,courtesy,礼儀正しさ；好意；優遇,court(宮廷) + esy → 宮廷で見られる上品な作法,courteous(礼儀正しい)
1776,protocol,(条約)議定書；外交儀礼；プロトコル,protos(最初の) + kolla(接着剤) → 巻物の先頭に貼られた目録・儀礼規約,
1777,specimen,標本；実例,specere(見る) → 見本として観察するための標本,
1778,thesis,論文；命題，テーゼ,tithemi(置く) → 根拠として提示された主張・論文,
1779,eligible,適格の，資格のある；(結婚相手として)望ましい,e(外へ) + legere(選ぶ) + ible → 選ばれる資格を備えている,eligibility(適格性)
1780,intrinsic,固有の，本質的な,intra(内部に) + sequi(従う) → 内側に本来備わっている,intrinsically(本質的に)
1781,diligent,勤勉な；入念な,dis(離れて) + legere(選ぶ) → 注意深く選んで熱心に取り組む,diligence(勤勉) / diligently(勤勉に)
1782,vocational,職業の，職業訓練の(ための),vocare(呼ぶ) → 天職・職業に関する,vocation(職業・天職)
1783,bankrupt,破産宣告を受けた；破綻している,banc(両替台) + ruptus(壊れた) → 台が壊れて商売が立ち行かない,bankrupting / bankruptcy(破産)
1784,stern,厳しい；いかめしい,stier(固い・厳格な)が語源,sternly(厳しく)
1785,stubborn,頑固な，強情な；手に負えない,stub(切り株)が語源 → 切り株のように動かない,stubbornly(頑固に)
1786,maternal,母の，母親らしい；妊婦の,mater(母親) + nal → 母親に関する,maternity(母性)
1787,fertile,肥沃な；多産の,ferre(生み出す・運ぶ) + ile → 産出能力が高い,fertility(肥沃・多産) / fertilize(肥沃にする)
